analysis_group,claim_hash,consent_given,duration_seconds,ended,has_feedback,has_report,quality_flags,session_id,total_turns,uid_hash
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_195136_41f5ac46,1,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_195715_a8e70356,1,e348bb5ea5c4
no_feedback,9f86d081884c,True,307.63,True,False,True,missing_post_debate_feedback|duplicate_claim|duplicate_user|testish_claim,20260320_200402_371c9a98,10,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_201737_5d414f3f,0,e348bb5ea5c4
no_feedback,9f86d081884c,True,24.24,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_claim|duplicate_user|testish_claim,20260320_202547_e88de340,1,e348bb5ea5c4
no_feedback,9f86d081884c,True,72.31,True,False,True,missing_post_debate_feedback|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_202909_24238a91,2,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_203908_72d0b010,1,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_204503_79069f7f,1,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_204845_e127941d,2,e348bb5ea5c4
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260320_211738_85c887fa,0,9988cec6449b
no_feedback,9f86d081884c,True,6.86,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_claim|duplicate_user|testish_claim,20260320_212228_856fdac6,0,9988cec6449b
no_feedback,3879f4cc8f70,True,6.34,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_user|testish_claim,20260320_212922_62f2d8b8,0,9988cec6449b
no_feedback,9f86d081884c,True,15.67,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_claim|duplicate_user|testish_claim,20260320_213012_90537e43,0,2e0c188ea7cb
no_feedback,f0e68fc64e2e,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260320_215258_669695c5,1,2c1adf90904c
no_feedback,ddcc72285f50,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260320_215338_ade39134,1,2c1adf90904c
no_feedback,1ea6f9854782,True,173.2,True,False,True,missing_post_debate_feedback|duplicate_user,20260320_215501_799fb69d,8,a01bb566221f
no_feedback,b78a18390d04,True,223.96,True,False,True,missing_post_debate_feedback|duplicate_user,20260320_220016_6f9610a9,8,a01bb566221f
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260321_015700_e9837929,0,7cb10caa5225
no_feedback,d44a907ea9e2,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260321_015703_8de0f1d1,2,7cb10caa5225
no_feedback,d9752d0472d8,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|duplicate_claim|duplicate_user,20260321_031732_0e4f27ec,3,6da85bc58e27
no_feedback,d9752d0472d8,True,225.61,True,False,True,missing_post_debate_feedback|duplicate_claim|duplicate_user,20260321_031924_00551c41,16,6da85bc58e27
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_claim|duplicate_user|testish_claim,20260321_034423_bf28c991,5,2e0c188ea7cb
no_feedback,9f86d081884c,True,87.27,True,False,True,missing_post_debate_feedback|duplicate_claim|duplicate_user|testish_claim,20260321_034655_b7c4d39a,4,2e0c188ea7cb
no_feedback,9f86d081884c,True,208.47,True,False,True,missing_post_debate_feedback|duplicate_claim|duplicate_user|testish_claim,20260321_035313_32bda870,15,2e0c188ea7cb
no_feedback,8a5d01bf0a1f,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user|testish_claim,20260322_001512_5db7c5b6,2,2e0c188ea7cb
no_feedback,7e6910715384,True,275.09,True,False,True,missing_post_debate_feedback|duplicate_user,20260324_214212_2e484028,13,9988cec6449b
no_feedback,f92c896f9a52,True,130.19,True,False,True,missing_post_debate_feedback|duplicate_user,20260325_015803_d3722604,5,9988cec6449b
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260325_170019_381e557b,0,b862efe2dc48
no_feedback,1f5db0b1d3a9,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260325_170025_b1e48b9d,1,b862efe2dc48
no_feedback,15e96ae39cfe,True,288.07,True,False,True,missing_post_debate_feedback|duplicate_claim|duplicate_user,20260327_214058_5abb294e,17,9f4276ede011
no_feedback,15e96ae39cfe,True,39.95,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_claim|duplicate_user,20260327_214618_4a1b65d1,1,9f4276ede011
no_feedback,a301ccc6e76f,True,31.12,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_user,20260327_233142_94c0aa25,0,9f4276ede011
no_feedback,158ccb40b3ad,True,170.48,True,False,True,missing_post_debate_feedback|duplicate_user,20260327_233738_dc693990,6,9f4276ede011
no_feedback,927467fc117b,True,637.49,True,False,True,missing_post_debate_feedback|duration_gt10m|duplicate_user,20260401_014147_2e3f08d7,11,a24f6edbd2a6
no_feedback,06244cf4cba0,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|duplicate_user,20260401_204201_95688283,3,6da85bc58e27
no_feedback,10905502c31e,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260402_071346_335d9645,0,a24f6edbd2a6
no_feedback,136b9375b0be,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_user,20260402_071442_0bbcc275,13,a24f6edbd2a6
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260402_072500_dba3600e,0,a24f6edbd2a6
no_feedback,b617a38162ac,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260402_072502_6f89380f,0,a24f6edbd2a6
report_backed_feedback,c4e6bc50a9da,True,397.36,True,True,True,duplicate_claim|duplicate_user,20260402_201133_57275ef9,10,e348bb5ea5c4
no_feedback,c4e6bc50a9da,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_claim|duplicate_user,20260402_203216_a0cca201,9,e348bb5ea5c4
no_feedback,2520005438f0,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user|testish_claim,20260402_205324_8bb6d44f,0,e348bb5ea5c4
no_feedback,e6c46b40d489,True,151.03,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260402_205900_bfe4d550,1,e348bb5ea5c4
no_feedback,e6c46b40d489,True,261.58,True,False,True,missing_post_debate_feedback|too_few_turns|too_few_user_turns|duplicate_claim|duplicate_user|testish_claim,20260402_213416_00c8b112,3,e348bb5ea5c4
no_feedback,865cda71acae,True,188.09,True,False,True,missing_post_debate_feedback|duplicate_claim|duplicate_user,20260402_215240_e5efa044,9,e348bb5ea5c4
no_feedback,865cda71acae,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|duplicate_claim|duplicate_user,20260402_220146_d99e73be,3,e348bb5ea5c4
no_feedback,865cda71acae,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_claim|duplicate_user,20260402_220955_1d7e42c2,13,e348bb5ea5c4
no_feedback,865cda71acae,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_claim|duplicate_user,20260402_221816_2ce59105,6,e348bb5ea5c4
no_feedback,865cda71acae,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_claim|duplicate_user,20260402_222022_0f42dcfd,5,e348bb5ea5c4
no_feedback,865cda71acae,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|duplicate_claim|duplicate_user,20260402_222301_ec51aab4,3,e348bb5ea5c4
no_feedback,865cda71acae,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|duplicate_claim|duplicate_user,20260402_222457_bd51373e,3,e348bb5ea5c4
no_feedback,865cda71acae,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_claim|duplicate_user,20260402_223021_0861e86b,7,e348bb5ea5c4
no_feedback,865cda71acae,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_claim|duplicate_user,20260402_223150_872a280d,9,9988cec6449b
no_feedback,865cda71acae,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user,20260402_224000_5bc14918,0,e348bb5ea5c4
no_feedback,865cda71acae,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|duplicate_claim|duplicate_user,20260402_224227_35d454cb,3,e348bb5ea5c4
no_feedback,865cda71acae,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_claim|duplicate_user,20260402_225451_346e225b,6,e348bb5ea5c4
no_feedback,50653d56f5d1,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_claim|duplicate_user,20260402_230651_62a185a2,15,e348bb5ea5c4
no_feedback,50653d56f5d1,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user,20260402_232503_5dad7ba2,0,e348bb5ea5c4
no_feedback,50653d56f5d1,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_claim|duplicate_user,20260402_233137_5c4a3f26,6,e348bb5ea5c4
no_feedback,02d8172bd663,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|duplicate_user,20260403_014100_dd375f9e,9,a24f6edbd2a6
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260403_015942_c82bf05d,0,a24f6edbd2a6
no_feedback,786e20b7a0a1,True,679.62,True,False,True,missing_post_debate_feedback|duration_gt10m|duplicate_user,20260403_015945_d765b2cf,13,a24f6edbd2a6
no_feedback,42ea262adc4c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260403_025728_e2cde523,0,a24f6edbd2a6
no_feedback,7cda7256e6ad,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260403_030455_45c3e8cf,0,a24f6edbd2a6
no_feedback,e3b0c44298fc,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260403_030530_efb9211b,0,a24f6edbd2a6
no_feedback,e69213399670,True,459.91,True,False,True,missing_post_debate_feedback|duplicate_user,20260403_030535_67e79bdd,10,a24f6edbd2a6
no_feedback,865cda71acae,True,185.44,True,False,True,missing_post_debate_feedback|duplicate_claim,20260403_220423_0f212e05,9,b8284ad8e52e
no_feedback,865cda71acae,True,120.9,True,False,True,missing_post_debate_feedback|duplicate_claim|duplicate_user,20260403_223517_6bea4041,4,9988cec6449b
no_feedback,6571423791c8,True,103.56,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260403_224333_e181df95,0,9988cec6449b
no_feedback,6571423791c8,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260403_224521_b1cefaef,1,9988cec6449b
no_feedback,25ce17435d80,True,9.82,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_user,20260409_193806_3c9d4d8d,0,a01bb566221f
no_feedback,0455e14662d9,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns,20260410_203309_710a95b8,1,31cfb3390577
no_feedback,9d898bbcff52,True,41.83,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_claim|duplicate_user|testish_claim,20260414_135201_3f31c5fe,1,cb88a9a452a8
no_feedback,9d898bbcff52,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260414_135904_372d2717,1,cb88a9a452a8
no_feedback,51d1b5c6ec50,True,25.78,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_user|testish_claim,20260414_141552_4046b760,0,69fb22749de0
report_backed_feedback,a9bf2dbf15e9,True,225.62,True,True,True,duplicate_user,20260414_145102_74aa19c8,5,a01bb566221f
no_feedback,b466cc4dbe75,True,130.57,True,False,True,missing_post_debate_feedback|too_few_user_turns|duplicate_user|testish_claim,20260414_192727_f19c7b90,4,6da85bc58e27
no_feedback,3a6fcfedc7be,True,9.02,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_user,20260414_225041_185a9823,0,a01bb566221f
no_feedback,2e9975854897,True,10.82,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s|duplicate_user|testish_claim,20260414_230256_847e4bea,0,a01bb566221f
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|testish_claim,20260414_230304_0945c2f7,0,7f459b30ea22
no_feedback,9d64477770cf,True,125.38,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user,20260419_232610_fc890d19,1,7cdce6b28a6c
no_report_feedback,9d64477770cf,True,,False,True,False,not_finalized|missing_report|feedback_says_no_report|duplicate_claim|duplicate_user,20260419_232834_495ea63e,6,7cdce6b28a6c
report_backed_feedback,06ae59c99d27,True,166.02,True,True,True,duplicate_user,20260422_161931_21a1e6a4,9,6da85bc58e27
no_feedback,a2efb42b5931,True,73.73,True,False,True,missing_post_debate_feedback|too_few_turns|too_few_user_turns,20260422_163815_16ab0094,3,69c3b1a74bd0
report_backed_feedback,cda70bb8f254,True,166.54,True,True,True,duplicate_user,20260422_165031_1f7420c6,7,6da85bc58e27
no_feedback,2916d65cd2c1,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns,20260423_041622_de72beea,3,a6e40b7df6d1
no_feedback,ff0e4dba1219,True,57.31,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns,20260423_060744_c9333044,1,740d51adcf75
no_feedback,86ee2b80058f,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns,20260423_141736_d84faacb,1,c3df86281ed1
no_report_feedback,ec8fc1724796,True,,False,True,False,not_finalized|missing_report|feedback_says_no_report,20260423_142929_bb6e80d5,8,295ea758356f
no_feedback,37a56b68ee78,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim,20260424_041334_ebb061a3,1,ed2594f5d1c3
no_report_feedback,37a56b68ee78,True,,False,True,False,not_finalized|missing_report|feedback_says_no_report|duplicate_claim,20260424_041702_bc06a1a8,11,8bd3ed162d2b
no_feedback,4e39879c898d,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns,20260424_165127_286d1bc8,1,915a937c2454
no_feedback,d9f49de96bd2,True,19.47,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duration_lt45s,20260424_234903_ba21d3e2,1,bfc87855b2b9
no_feedback,f7e891a67a26,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260426_181309_01dde20f,1,bc24b60f3ab9
no_report_feedback,74b824434dbe,True,,False,True,False,not_finalized|missing_report|feedback_says_no_report,20260426_205334_14b247e4,12,3014f6460b1f
no_feedback,c141d915d7c6,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns,20260427_224831_c9c75ed8,1,ba8c448f6024
no_report_feedback,0a5ab191aacf,True,,False,True,False,not_finalized|missing_report|feedback_says_no_report,20260428_190907_5f2df88f,10,ac373ce778c1
no_report_feedback,25aa64c61bef,True,,False,True,False,not_finalized|missing_report|feedback_says_no_report|duplicate_user,20260428_223437_fc5fba36,6,bc24b60f3ab9
no_feedback,7dc62f8beb99,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260428_225410_3cc16b59,0,bc24b60f3ab9
no_feedback,01234d255020,True,51.77,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260504_231838_60b2356f,0,cb88a9a452a8
no_feedback,01234d255020,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260504_231933_71392d94,1,25e0fe057edd
no_feedback,01234d255020,True,51.23,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260504_232907_1d8e06c4,1,25e0fe057edd
no_feedback,5809d89976e9,True,77.7,True,False,False,missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user|testish_claim,20260504_233024_f15db9e9,1,25e0fe057edd
no_feedback,f3005a05cba1,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260504_233148_783787a8,2,25e0fe057edd
no_feedback,e35013a8291a,True,214.88,True,False,True,missing_post_debate_feedback|too_few_turns|too_few_user_turns|duplicate_user,20260504_235003_57a174bb,3,25e0fe057edd
no_feedback,ad6aa0b48097,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260505_000431_fa848017,0,25e0fe057edd
no_feedback,9e839d1d2e53,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260505_001259_198a891f,0,25e0fe057edd
no_feedback,5e7fe3f36638,True,154.96,True,False,True,missing_post_debate_feedback|duplicate_user,20260505_001700_c0c9877e,5,25e0fe057edd
no_feedback,9f86d081884c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user|testish_claim,20260505_003410_d4a801c3,0,69fb22749de0
no_feedback,71296e17332c,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_claim|duplicate_user,20260505_212012_9918e63f,0,ab69ec46de87
no_feedback,71296e17332c,True,210.03,True,False,True,missing_post_debate_feedback|duplicate_claim|duplicate_user,20260505_212058_7e7acbad,7,ab69ec46de87
no_feedback,5418f05d98fe,True,,False,False,False,not_finalized|missing_post_debate_feedback|missing_report|too_few_turns|too_few_user_turns|too_few_agent_turns|duplicate_user,20260505_214921_a5aad662,0,25e0fe057edd
no_feedback,9326974d15d1,True,168.75,True,False,True,missing_post_debate_feedback|duplicate_user,20260505_215127_65061bf6,4,25e0fe057edd
